Name,Rk,G,Date,Age,Tm,Venue,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Kyrie Irving,1,1,16/10/2018,26-207,BOS,Home,PHI,W (+18),1,29:00:00,2,14,0.143,1,8,0.125,2,2,1,0,4,4,7,0,0,3,1,7,0.7,9
Kyrie Irving,2,2,19/10/2018,26-210,BOS,Away,TOR,L (-12),1,35:56:00,10,20,0.5,1,3,0.333,0,0,,2,2,4,6,0,1,1,3,21,15.7,-16
Kyrie Irving,3,3,20/10/2018,26-211,BOS,Away,NYK,W (+2),1,32:06:00,5,16,0.313,0,3,0,6,7,0.857,0,1,1,5,2,0,2,3,16,9,-13
Kyrie Irving,4,4,22/10/2018,26-213,BOS,Home,ORL,L (-3),1,34:01:00,10,19,0.526,2,8,0.25,0,0,,1,7,8,5,2,1,4,1,22,17.3,-8
Kyrie Irving,5,5,25/10/2018,26-216,BOS,Away,OKC,W (+6),1,33:33:00,6,13,0.462,2,6,0.333,1,4,0.25,1,4,5,5,0,0,3,3,15,8.3,2
Kyrie Irving,6,6,27/10/2018,26-218,BOS,Away,DET,W (+20),1,23:27,1,5,0.2,1,1,1,0,0,,0,7,7,5,1,1,2,1,3,4.8,13
Kyrie Irving,7,7,30/10/2018,26-221,BOS,Home,DET,W (+3),1,33:25:00,10,16,0.625,4,7,0.571,7,8,0.875,1,4,5,5,1,0,2,0,31,27.8,1
Kyrie Irving,8,8,1/11/2018,26-223,BOS,Home,MIL,W (+4),1,33:17:00,10,20,0.5,6,12,0.5,2,2,1,1,2,3,7,1,2,2,2,28,23.8,12
Kyrie Irving,9,9,3/11/2018,26-225,BOS,Away,IND,L (-1),1,27:23:00,6,12,0.5,4,7,0.571,2,2,1,0,6,6,3,0,1,3,3,18,12.4,8
Kyrie Irving,10,10,5/11/2018,26-227,BOS,Away,DEN,L (-8),1,33:57:00,13,17,0.765,4,6,0.667,1,1,1,2,3,5,5,3,1,2,3,31,30.6,2
Kyrie Irving,11,11,8/11/2018,26-230,BOS,Away,PHO,W (+7),1,43:17:00,13,28,0.464,6,13,0.462,7,7,1,2,5,7,6,3,1,3,5,39,30.4,7
Kyrie Irving,12,,9/11/2018,26-231,BOS,Away,UTA,L (-8),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Kyrie Irving,13,12,11/11/2018,26-233,BOS,Away,POR,L (-6),1,32:23:00,9,24,0.375,3,10,0.3,0,0,,1,1,2,6,5,0,3,3,21,13.8,-10
Kyrie Irving,14,13,14/11/2018,26-236,BOS,Home,CHI,W (+29),1,27:45:00,6,8,0.75,1,1,1,4,4,1,1,5,6,7,2,0,1,1,17,21.5,20
Kyrie Irving,15,14,16/11/2018,26-238,BOS,Home,TOR,W (+7),1,38:33:00,18,26,0.692,3,6,0.5,4,6,0.667,0,2,2,11,3,1,3,3,43,39,9
Kyrie Irving,16,15,17/11/2018,26-239,BOS,Home,UTA,L (-12),1,30:22:00,8,16,0.5,1,2,0.5,3,5,0.6,2,6,8,1,2,0,1,5,20,14.1,-10
Kyrie Irving,17,16,19/11/2018,26-241,BOS,Away,CHO,L (-5),1,33:42:00,12,25,0.48,1,8,0.125,2,3,0.667,2,3,5,11,2,0,2,4,27,22.3,6
Kyrie Irving,18,17,21/11/2018,26-243,BOS,Home,NYK,L (-8),1,36:58:00,9,25,0.36,2,9,0.222,2,2,1,3,3,6,13,3,1,2,1,22,21.5,13
Kyrie Irving,19,18,23/11/2018,26-245,BOS,Away,ATL,W (+18),1,19:48,4,11,0.364,3,7,0.429,2,2,1,1,3,4,3,1,0,2,3,13,,
Kyrie Irving,1,1,17/10/2017,25-208,BOS,Away,CLE,L (-3),1,39:21:00,8,17,0.471,4,9,0.444,2,2,1,2,2,4,10,3,0,2,4,22,21.7,-1
Kyrie Irving,2,2,18/10/2017,25-209,BOS,Home,MIL,L (-8),1,38:56:00,7,25,0.28,2,7,0.286,1,2,0.5,1,3,4,3,3,0,3,1,17,5.2,-2
Kyrie Irving,3,3,20/10/2017,25-211,BOS,Away,PHI,W (+10),1,35:48:00,7,17,0.412,1,4,0.25,6,7,0.857,2,4,6,4,2,0,5,4,21,12.3,2
Kyrie Irving,4,4,24/10/2017,25-215,BOS,Home,NYK,W (+21),1,29:32:00,5,13,0.385,1,5,0.2,9,9,1,0,3,3,7,1,0,3,2,20,15.9,13
Kyrie Irving,5,5,26/10/2017,25-217,BOS,Away,MIL,W (+7),1,34:35:00,10,18,0.556,2,4,0.5,2,2,1,0,3,3,7,2,1,2,3,24,20.7,4
Kyrie Irving,6,6,28/10/2017,25-219,BOS,Away,MIA,W (+6),1,33:33:00,10,23,0.435,2,8,0.25,2,2,1,0,4,4,3,3,1,2,0,24,16.9,4
Kyrie Irving,7,7,30/10/2017,25-221,BOS,Home,SAS,W (+14),1,30:20:00,10,16,0.625,3,7,0.429,1,1,1,0,2,2,6,3,1,1,3,24,23.1,25
Kyrie Irving,8,8,1/11/2017,25-223,BOS,Home,SAC,W (+27),1,27:00:00,8,17,0.471,4,9,0.444,2,2,1,0,0,0,5,4,0,2,1,22,18.4,22
Kyrie Irving,9,9,3/11/2017,25-225,BOS,Away,OKC,W (+7),1,34:29:00,10,22,0.455,3,7,0.429,2,3,0.667,1,4,5,6,2,1,0,1,25,21.6,15
Kyrie Irving,10,10,5/11/2017,25-227,BOS,Away,ORL,W (+16),1,27:40:00,4,13,0.308,0,4,0,3,4,0.75,0,0,0,5,1,0,1,3,11,5.4,8
Kyrie Irving,11,11,6/11/2017,25-228,BOS,Away,ATL,W (+3),1,36:57:00,14,22,0.636,4,10,0.4,3,4,0.75,0,3,3,7,0,0,2,3,35,27.4,5
Kyrie Irving,12,12,8/11/2017,25-230,BOS,Home,LAL,W (+11),1,33:02:00,7,21,0.333,0,7,0,5,5,1,0,6,6,5,1,0,2,3,19,10.2,2
Kyrie Irving,13,13,10/11/2017,25-232,BOS,Home,CHO,W (+3),1,1:50,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-6
Kyrie Irving,14,,12/11/2017,25-234,BOS,Home,TOR,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Kyrie Irving,15,14,14/11/2017,25-236,BOS,Away,BRK,W (+7),1,29:01:00,8,20,0.4,2,5,0.4,7,8,0.875,1,2,3,5,1,0,2,1,25,17.2,10
Kyrie Irving,16,15,16/11/2017,25-238,BOS,Home,GSW,W (+4),1,33:47:00,4,16,0.25,1,5,0.2,7,8,0.875,0,5,5,6,1,1,1,2,16,11.6,-4
Kyrie Irving,17,16,18/11/2017,25-240,BOS,Away,ATL,W (+11),1,31:26:00,10,12,0.833,5,6,0.833,5,5,1,0,4,4,5,0,1,4,3,30,25.8,6
Kyrie Irving,18,17,20/11/2017,25-242,BOS,Away,DAL,W (+8),1,38:46:00,16,22,0.727,5,7,0.714,10,11,0.909,1,2,3,6,1,0,3,3,47,39.9,21
Kyrie Irving,19,18,22/11/2017,25-244,BOS,Away,MIA,L (-6),1,33:24:00,11,22,0.5,0,3,0,1,4,0.25,1,0,1,3,3,0,1,2,23,14.8,
Al Horford,1,1,16/10/2018,32-135,BOS,Home,PHI,W (+18),1,29:57:00,4,7,0.571,0,1,0,1,1,1,0,4,4,2,0,4,3,1,9,7.7,9
Al Horford,2,2,19/10/2018,32-138,BOS,Away,TOR,L (-12),1,33:26:00,5,12,0.417,3,7,0.429,1,1,1,5,5,10,9,1,1,3,3,14,16.4,-10
Al Horford,3,3,20/10/2018,32-139,BOS,Away,NYK,W (+2),1,23:55,3,7,0.429,2,3,0.667,0,2,0,2,8,10,3,1,1,2,4,8,7.5,1
Al Horford,4,4,22/10/2018,32-141,BOS,Home,ORL,L (-3),1,32:14:00,5,13,0.385,1,7,0.143,4,4,1,1,5,6,4,0,1,0,0,15,13.6,-12
Al Horford,5,5,25/10/2018,32-144,BOS,Away,OKC,W (+6),1,31:27:00,7,16,0.438,3,5,0.6,2,2,1,3,6,9,2,1,1,1,4,19,15,2
Al Horford,6,6,27/10/2018,32-146,BOS,Away,DET,W (+20),1,20:42,2,8,0.25,0,5,0,0,0,,1,3,4,1,1,1,1,3,4,1,3
Al Horford,7,7,30/10/2018,32-149,BOS,Home,DET,W (+3),1,32:50:00,5,9,0.556,0,3,0,1,2,0.5,2,3,5,4,1,1,3,4,11,8.5,2
Al Horford,8,8,1/11/2018,32-151,BOS,Home,MIL,W (+4),1,31:57:00,6,15,0.4,4,11,0.364,2,2,1,1,4,5,8,0,1,3,0,18,15.1,11
Al Horford,9,9,3/11/2018,32-153,BOS,Away,IND,L (-1),1,28:37:00,6,13,0.462,1,4,0.25,1,2,0.5,3,2,5,1,1,1,0,1,14,11.6,-4
Al Horford,10,10,5/11/2018,32-155,BOS,Away,DEN,L (-8),1,32:40:00,6,9,0.667,0,2,0,0,1,0,0,4,4,6,1,0,0,1,12,13.7,5
Al Horford,11,11,8/11/2018,32-158,BOS,Away,PHO,W (+7),1,32:43:00,3,7,0.429,1,2,0.5,0,1,0,2,4,6,3,0,4,2,0,7,8.4,14
Al Horford,12,12,9/11/2018,32-159,BOS,Away,UTA,L (-8),1,28:32:00,6,10,0.6,1,3,0.333,0,0,,0,4,4,3,1,2,2,2,13,11.3,-11
Al Horford,13,13,11/11/2018,32-161,BOS,Away,POR,L (-6),1,34:26:00,4,14,0.286,0,5,0,2,4,0.5,4,4,8,3,2,2,1,0,10,9.5,2
Al Horford,14,14,14/11/2018,32-164,BOS,Home,CHI,W (+29),1,20:03,4,6,0.667,2,2,1,0,0,,0,8,8,3,1,2,0,0,10,14.3,13
Al Horford,15,15,16/11/2018,32-166,BOS,Home,TOR,W (+7),1,35:14:00,5,9,0.556,1,2,0.5,0,0,,1,8,9,2,0,2,1,2,11,10.8,-5
Al Horford,16,16,17/11/2018,32-167,BOS,Home,UTA,L (-12),1,21:15,4,7,0.571,1,4,0.25,0,0,,2,4,6,2,1,2,3,2,9,8.3,-13
Al Horford,17,17,19/11/2018,32-169,BOS,Away,CHO,L (-5),1,30:59:00,4,6,0.667,0,1,0,0,0,,0,3,3,4,0,3,1,3,8,9,-10
Al Horford,18,18,21/11/2018,32-171,BOS,Home,NYK,L (-8),1,35:17:00,7,11,0.636,2,2,1,3,4,0.75,3,4,7,5,1,3,0,0,19,23.6,-1
Al Horford,19,,23/11/2018,32-173,BOS,Away,ATL,W (+18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Al Horford,1,1,17/10/2017,31-136,BOS,Away,CLE,L (-3),1,32:07:00,2,7,0.286,0,2,0,5,7,0.714,0,7,7,5,0,1,0,2,9,9.6,8
Al Horford,2,2,18/10/2017,31-137,BOS,Home,MIL,L (-8),1,33:27:00,6,11,0.545,0,2,0,1,1,1,1,5,6,4,3,2,2,3,13,13.9,1
Al Horford,3,3,20/10/2017,31-139,BOS,Away,PHI,W (+10),1,36:25:00,5,16,0.313,3,7,0.429,4,4,1,3,6,9,3,0,1,4,2,17,9.7,5
Al Horford,4,4,24/10/2017,31-143,BOS,Home,NYK,W (+21),1,29:03:00,5,8,0.625,2,4,0.5,1,2,0.5,2,11,13,5,0,1,2,1,13,15.5,11
Al Horford,5,5,26/10/2017,31-145,BOS,Away,MIL,W (+7),1,34:15:00,11,14,0.786,4,5,0.8,1,1,1,1,8,9,4,0,1,4,2,27,23.4,2
Al Horford,6,6,28/10/2017,31-147,BOS,Away,MIA,W (+6),1,34:01:00,3,9,0.333,0,2,0,6,7,0.857,1,8,9,3,1,0,2,1,12,10.3,5
Al Horford,7,7,30/10/2017,31-149,BOS,Home,SAS,W (+14),1,29:51:00,7,11,0.636,0,0,,0,0,,3,10,13,5,2,0,1,2,14,17.9,19
Al Horford,8,8,1/11/2017,31-151,BOS,Home,SAC,W (+27),1,25:33:00,3,6,0.5,1,4,0.25,0,0,,0,7,7,6,1,1,4,1,7,7.6,19
Al Horford,9,9,3/11/2017,31-153,BOS,Away,OKC,W (+7),1,34:24:00,8,10,0.8,4,4,1,0,0,,2,6,8,4,0,0,2,2,20,19.4,10
Al Horford,10,10,5/11/2017,31-155,BOS,Away,ORL,W (+16),1,28:52:00,5,8,0.625,3,3,1,1,2,0.5,1,9,10,4,0,0,6,3,14,9,9
Al Horford,11,11,6/11/2017,31-156,BOS,Away,ATL,W (+3),1,33:13:00,5,13,0.385,1,5,0.2,4,4,1,2,8,10,9,0,1,1,1,15,17.3,10
Al Horford,12,,8/11/2017,31-158,BOS,Home,LAL,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Al Horford,13,,10/11/2017,31-160,BOS,Home,CHO,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Al Horford,14,12,12/11/2017,31-162,BOS,Home,TOR,W (+1),1,33:22:00,8,9,0.889,1,1,1,4,5,0.8,1,2,3,4,2,0,2,1,21,21.2,4
Al Horford,15,13,14/11/2017,31-164,BOS,Away,BRK,W (+7),1,30:27:00,8,10,0.8,1,2,0.5,0,0,,1,10,11,3,0,0,2,1,17,16.6,22
Al Horford,16,14,16/11/2017,31-166,BOS,Home,GSW,W (+4),1,35:08:00,7,11,0.636,0,4,0,4,4,1,1,10,11,2,0,0,5,1,18,12.8,16
Al Horford,17,15,18/11/2017,31-168,BOS,Away,ATL,W (+11),1,32:37:00,3,11,0.273,1,5,0.2,0,0,,2,4,6,6,1,0,3,4,7,3.7,2
Al Horford,18,16,20/11/2017,31-170,BOS,Away,DAL,W (+8),1,38:42:00,1,5,0.2,1,1,1,0,0,,1,7,8,7,1,2,3,0,3,7,15
Al Horford,19,17,22/11/2017,31-172,BOS,Away,MIA,L (-6),1,34:57:00,3,10,0.3,1,4,0.25,0,2,0,2,7,9,4,1,2,1,0,7,8.1,+
Jayson Tatum,1,1,16/10/2018,20-227,BOS,Home,PHI,W (+18),1,28:56:00,9,17,0.529,1,5,0.2,4,5,0.8,2,7,9,3,1,0,1,2,23,19.1,6
Jayson Tatum,2,2,19/10/2018,20-230,BOS,Away,TOR,L (-12),1,36:47:00,6,16,0.375,2,6,0.333,2,2,1,0,9,9,2,1,1,5,5,16,6,-14
Jayson Tatum,3,3,20/10/2018,20-231,BOS,Away,NYK,W (+2),1,35:11:00,8,15,0.533,2,3,0.667,6,6,1,1,13,14,0,2,0,4,2,24,18.5,19
Jayson Tatum,4,4,22/10/2018,20-233,BOS,Home,ORL,L (-3),1,34:25:00,3,12,0.25,0,5,0,1,2,0.5,2,8,10,4,0,0,0,2,7,5.2,2
Jayson Tatum,5,5,25/10/2018,20-236,BOS,Away,OKC,W (+6),1,34:26:00,8,18,0.444,1,3,0.333,7,7,1,1,5,6,1,1,0,2,4,24,14.9,14
Jayson Tatum,6,6,27/10/2018,20-238,BOS,Away,DET,W (+20),1,28:19:00,2,9,0.222,1,2,0.5,1,2,0.5,0,3,3,3,0,1,0,1,6,3.4,5
Jayson Tatum,7,7,30/10/2018,20-241,BOS,Home,DET,W (+3),1,30:06:00,4,12,0.333,1,4,0.25,7,8,0.875,1,5,6,3,0,0,1,3,16,10.9,10
Jayson Tatum,8,8,1/11/2018,20-243,BOS,Home,MIL,W (+4),1,31:39:00,4,9,0.444,2,3,0.667,2,2,1,1,5,6,4,0,0,2,4,12,8.7,14
Jayson Tatum,9,9,3/11/2018,20-245,BOS,Away,IND,L (-1),1,33:17:00,5,11,0.455,4,8,0.5,0,0,,1,6,7,3,0,1,3,1,14,10.2,8
Jayson Tatum,10,10,5/11/2018,20-247,BOS,Away,DEN,L (-8),1,34:42:00,5,14,0.357,1,4,0.25,4,4,1,1,1,2,4,1,2,2,2,15,10.6,-4
Jayson Tatum,11,11,8/11/2018,20-250,BOS,Away,PHO,W (+7),1,29:40:00,1,7,0.143,0,1,0,2,2,1,4,4,8,2,1,0,1,2,4,4.1,15
Jayson Tatum,12,12,9/11/2018,20-251,BOS,Away,UTA,L (-8),1,36:13:00,7,14,0.5,2,4,0.5,5,6,0.833,1,2,3,4,5,0,1,4,21,20.1,0
Jayson Tatum,13,13,11/11/2018,20-253,BOS,Away,POR,L (-6),1,34:45:00,9,18,0.5,5,9,0.556,4,4,1,3,5,8,0,0,2,1,2,27,21.2,-7
Jayson Tatum,14,14,14/11/2018,20-256,BOS,Home,CHI,W (+29),1,26:39:00,5,14,0.357,4,8,0.5,0,0,,2,4,6,0,1,0,2,2,14,7,6
Jayson Tatum,15,15,16/11/2018,20-258,BOS,Home,TOR,W (+7),1,37:32:00,8,13,0.615,2,4,0.5,3,4,0.75,1,6,7,1,2,1,3,4,21,16,8
Jayson Tatum,16,16,17/11/2018,20-259,BOS,Home,UTA,L (-12),1,23:32,5,11,0.455,0,2,0,0,0,,1,6,7,0,0,0,2,0,10,4.8,-13
Jayson Tatum,17,17,19/11/2018,20-261,BOS,Away,CHO,L (-5),1,30:28:00,8,15,0.533,1,4,0.25,3,6,0.5,1,5,6,2,1,1,0,1,20,16.4,-9
Jayson Tatum,18,18,21/11/2018,20-263,BOS,Home,NYK,L (-8),1,29:00:00,4,12,0.333,1,1,1,6,9,0.667,3,5,8,0,0,0,0,2,15,9.8,-12
Jayson Tatum,19,19,23/11/2018,20-265,BOS,Away,ATL,W (+18),1,22:56,6,11,0.545,2,5,0.4,0,0,,1,1,2,2,1,1,0,1,14,12.4,+
Jayson Tatum,1,1,17/10/2017,19-228,BOS,Away,CLE,L (-3),1,36:32:00,5,12,0.417,1,2,0.5,3,3,1,4,6,10,3,0,0,1,4,14,11.7,6
Jayson Tatum,2,2,18/10/2017,19-229,BOS,Home,MIL,L (-8),1,36:32:00,3,7,0.429,0,1,0,2,5,0.4,2,7,9,2,1,0,2,3,8,5.8,-15
Jayson Tatum,3,3,20/10/2017,19-231,BOS,Away,PHI,W (+10),1,32:45:00,3,8,0.375,0,2,0,9,9,1,2,6,8,0,0,3,3,3,15,11.7,-4
Jayson Tatum,4,4,24/10/2017,19-235,BOS,Home,NYK,W (+21),1,31:08:00,9,15,0.6,4,6,0.667,0,0,,1,3,4,2,4,2,3,4,22,18.9,10
Jayson Tatum,5,5,26/10/2017,19-237,BOS,Away,MIL,W (+7),1,27:49:00,3,6,0.5,1,3,0.333,5,5,1,0,2,2,3,1,0,2,1,12,10.3,8
Jayson Tatum,6,6,28/10/2017,19-239,BOS,Away,MIA,W (+6),1,31:28:00,6,9,0.667,2,2,1,6,7,0.857,2,3,5,0,0,0,0,1,20,17.6,2
Jayson Tatum,7,7,30/10/2017,19-241,BOS,Home,SAS,W (+14),1,35:18:00,2,7,0.286,2,4,0.5,1,2,0.5,0,11,11,2,0,3,2,3,7,6.1,10
Jayson Tatum,8,8,1/11/2017,19-243,BOS,Home,SAC,W (+27),1,26:25:00,4,7,0.571,1,2,0.5,3,4,0.75,1,3,4,2,0,0,2,1,12,8.9,23
Jayson Tatum,9,9,3/11/2017,19-245,BOS,Away,OKC,W (+7),1,29:48:00,4,10,0.4,2,3,0.667,3,4,0.75,2,4,6,3,0,0,4,1,13,7.5,4
Jayson Tatum,10,10,5/11/2017,19-247,BOS,Away,ORL,W (+16),1,27:19:00,5,8,0.625,2,4,0.5,1,2,0.5,0,4,4,3,1,0,0,4,13,11.7,6
Jayson Tatum,11,11,6/11/2017,19-248,BOS,Away,ATL,W (+3),1,32:27:00,7,13,0.538,3,5,0.6,4,4,1,0,8,8,1,1,2,0,1,21,19.8,15
Jayson Tatum,12,12,8/11/2017,19-250,BOS,Home,LAL,W (+11),1,9:21,1,2,0.5,0,0,,3,3,1,0,1,1,1,1,1,1,1,5,5.3,-1
Jayson Tatum,13,13,10/11/2017,19-252,BOS,Home,CHO,W (+3),1,30:44:00,6,12,0.5,1,4,0.25,3,4,0.75,0,2,2,1,0,0,2,4,16,7.3,5
Jayson Tatum,14,14,12/11/2017,19-254,BOS,Home,TOR,W (+1),1,32:59:00,6,15,0.4,1,4,0.25,0,0,,1,6,7,0,0,0,2,3,13,4.2,2
Jayson Tatum,15,15,14/11/2017,19-256,BOS,Away,BRK,W (+7),1,30:17:00,6,9,0.667,2,3,0.667,5,6,0.833,1,3,4,0,3,1,1,1,19,18.6,5
