Name,Rk,G,Date,Age,Tm,Venue,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Guerschon Yabusele,6,4,27/10/2018,22-314,BOS,Away,DET,W (+20),0,5:15,1,2,0.5,0,0,,0,0,,1,2,3,0,0,0,0,0,2,2.3,-9
Guerschon Yabusele,7,5,30/10/2018,22-317,BOS,Home,DET,W (+3),0,2:59,0,2,0,0,2,0,0,0,,1,1,2,0,0,1,0,0,0,0.3,-6
Guerschon Yabusele,8,,1/11/2018,22-319,BOS,Home,MIL,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,9,,3/11/2018,22-321,BOS,Away,IND,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,10,,5/11/2018,22-323,BOS,Away,DEN,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,11,6,8/11/2018,22-326,BOS,Away,PHO,W (+7),0,4:47,0,1,0,0,0,,0,0,,1,1,2,1,0,0,1,1,0,-0.4,-1
Guerschon Yabusele,12,7,9/11/2018,22-327,BOS,Away,UTA,L (-8),0,0:17,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2
Guerschon Yabusele,13,,11/11/2018,22-329,BOS,Away,POR,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,14,8,14/11/2018,22-332,BOS,Home,CHI,W (+29),0,5:38,0,1,0,0,0,,3,4,0.75,0,1,1,1,0,0,0,0,3,2.9,1
Guerschon Yabusele,15,,16/11/2018,22-334,BOS,Home,TOR,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,16,9,17/11/2018,22-335,BOS,Home,UTA,L (-12),0,8:58,2,5,0.4,1,2,0.5,4,4,1,1,1,2,0,2,0,0,1,9,8.9,5
Guerschon Yabusele,17,,19/11/2018,22-337,BOS,Away,CHO,L (-5),Did Not Play,,,,,,,,,,,,,,,,,,,,,
Guerschon Yabusele,18,,21/11/2018,22-339,BOS,Home,NYK,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,19,10,23/11/2018,22-341,BOS,Away,ATL,W (+18),0,2:48,1,3,0.333,0,1,0,0,0,,0,0,0,1,0,0,0,1,2,0.6,2
Guerschon Yabusele,1,,17/10/2017,21-304,BOS,Away,CLE,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Guerschon Yabusele,2,,18/10/2017,21-305,BOS,Home,MIL,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,3,1,20/10/2017,21-307,BOS,Away,PHI,W (+10),0,3:17,1,2,0.5,1,1,1,0,0,,0,1,1,0,0,0,2,2,3,-0.5,4
Guerschon Yabusele,4,2,24/10/2017,21-311,BOS,Home,NYK,W (+21),0,2:03,1,1,1,0,0,,2,2,1,0,0,0,0,0,0,0,0,4,3.7,-3
Guerschon Yabusele,5,,26/10/2017,21-313,BOS,Away,MIL,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,6,,28/10/2017,21-315,BOS,Away,MIA,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,7,3,30/10/2017,21-317,BOS,Home,SAS,W (+14),0,2:48,1,1,1,1,1,1,0,0,,1,0,1,0,0,0,0,0,3,3.4,-1
Guerschon Yabusele,8,4,1/11/2017,21-319,BOS,Home,SAC,W (+27),0,6:59,2,5,0.4,0,2,0,0,0,,3,0,3,0,0,0,0,0,4,3.4,3
Guerschon Yabusele,9,,3/11/2017,21-321,BOS,Away,OKC,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,10,5,5/11/2017,21-323,BOS,Away,ORL,W (+16),0,2:05,0,1,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-6
Guerschon Yabusele,11,,6/11/2017,21-324,BOS,Away,ATL,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,12,,8/11/2017,21-326,BOS,Home,LAL,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,13,6,10/11/2017,21-328,BOS,Home,CHO,W (+3),0,7:30,0,1,0,0,1,0,0,0,,1,2,3,1,0,0,0,3,0,0.1,9
Guerschon Yabusele,14,,12/11/2017,21-330,BOS,Home,TOR,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,15,,14/11/2017,21-332,BOS,Away,BRK,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,16,,16/11/2017,21-334,BOS,Home,GSW,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,17,,18/11/2017,21-336,BOS,Away,ATL,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,18,,20/11/2017,21-338,BOS,Away,DAL,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Guerschon Yabusele,19,,22/11/2017,21-340,BOS,Away,MIA,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Marcus Morris,1,1,16/10/2018,29-044,BOS,Home,PHI,W (+18),0,20:30,7,12,0.583,2,7,0.286,0,0,,2,8,10,0,2,0,1,5,16,13.2,3
Marcus Morris,2,2,19/10/2018,29-047,BOS,Away,TOR,L (-12),0,25:45:00,3,7,0.429,2,4,0.5,0,0,,0,2,2,1,0,1,2,4,8,2.7,-1
Marcus Morris,3,3,20/10/2018,29-048,BOS,Away,NYK,W (+2),0,25:39:00,4,12,0.333,2,5,0.4,6,6,1,0,6,6,2,0,0,1,2,16,10.6,-17
Marcus Morris,4,4,22/10/2018,29-050,BOS,Home,ORL,L (-3),0,20:19,3,5,0.6,0,0,,1,2,0.5,0,7,7,0,0,0,1,2,7,4.6,-8
Marcus Morris,5,5,25/10/2018,29-053,BOS,Away,OKC,W (+6),0,29:37:00,5,10,0.5,4,5,0.8,7,8,0.875,0,10,10,1,0,0,2,4,21,15.7,16
Marcus Morris,6,6,27/10/2018,29-055,BOS,Away,DET,W (+20),0,24:52:00,7,12,0.583,3,6,0.5,1,1,1,1,7,8,1,0,0,1,3,18,13.7,15
Marcus Morris,7,7,30/10/2018,29-058,BOS,Home,DET,W (+3),0,30:57:00,5,11,0.455,2,4,0.5,3,4,0.75,1,8,9,2,1,0,4,4,15,8.8,0
Marcus Morris,8,8,1/11/2018,29-060,BOS,Home,MIL,W (+4),0,24:21:00,6,11,0.545,5,8,0.625,0,0,,2,3,5,1,1,1,2,3,17,13.2,-8
Marcus Morris,9,9,3/11/2018,29-062,BOS,Away,IND,L (-1),0,32:30:00,9,13,0.692,4,6,0.667,1,1,1,2,4,6,1,1,1,2,3,23,19.3,-2
Marcus Morris,10,10,5/11/2018,29-064,BOS,Away,DEN,L (-8),0,20:23,3,9,0.333,0,4,0,0,0,,0,6,6,1,0,0,4,2,6,-1.4,-18
Marcus Morris,11,11,8/11/2018,29-067,BOS,Away,PHO,W (+7),0,28:05:00,7,13,0.538,2,5,0.4,1,2,0.5,1,7,8,3,0,0,2,3,17,12,9
Marcus Morris,12,12,9/11/2018,29-068,BOS,Away,UTA,L (-8),0,27:01:00,5,11,0.455,2,4,0.5,4,4,1,0,5,5,2,2,0,2,1,16,12.8,9
Marcus Morris,13,13,11/11/2018,29-070,BOS,Away,POR,L (-6),0,24:44:00,5,11,0.455,3,6,0.5,0,0,,0,6,6,0,1,0,2,1,13,7.7,4
Marcus Morris,14,,14/11/2018,29-073,BOS,Home,CHI,W (+29),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Marcus Morris,15,14,16/11/2018,29-075,BOS,Home,TOR,W (+7),0,33:04:00,4,8,0.5,1,2,0.5,2,3,0.667,1,6,7,0,0,0,2,3,11,5.9,11
Marcus Morris,16,15,17/11/2018,29-076,BOS,Home,UTA,L (-12),0,19:49,1,7,0.143,0,4,0,1,2,0.5,1,1,2,1,0,0,1,2,3,-2,-11
Marcus Morris,17,16,19/11/2018,29-078,BOS,Away,CHO,L (-5),0,25:36:00,3,8,0.375,0,2,0,3,3,1,0,8,8,1,0,0,3,0,9,4.7,-9
Marcus Morris,18,17,21/11/2018,29-080,BOS,Home,NYK,L (-8),0,30:00:00,7,13,0.538,3,6,0.5,4,4,1,1,7,8,4,1,0,1,4,21,18.7,4
Marcus Morris,19,18,23/11/2018,29-082,BOS,Away,ATL,W (+18),1,24:28:00,3,10,0.3,2,7,0.286,0,0,,0,4,4,2,1,0,1,1,8,4.4,+
Marcus Morris,1,,17/10/2017,28-045,BOS,Away,CLE,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,2,,18/10/2017,28-046,BOS,Home,MIL,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,3,,20/10/2017,28-048,BOS,Away,PHI,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,4,,24/10/2017,28-052,BOS,Home,NYK,W (+21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,5,,26/10/2017,28-054,BOS,Away,MIL,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,6,,28/10/2017,28-056,BOS,Away,MIA,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,7,,30/10/2017,28-058,BOS,Home,SAS,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,8,,1/11/2017,28-060,BOS,Home,SAC,W (+27),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,9,1,3/11/2017,28-062,BOS,Away,OKC,W (+7),0,17:53,3,8,0.375,0,2,0,3,3,1,0,4,4,1,1,0,1,2,9,5.7,11
Marcus Morris,10,2,5/11/2017,28-064,BOS,Away,ORL,W (+16),1,23:00,4,10,0.4,0,3,0,4,4,1,1,6,7,1,2,0,0,3,12,10.6,2
Marcus Morris,11,,6/11/2017,28-065,BOS,Away,ATL,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Marcus Morris,12,3,8/11/2017,28-067,BOS,Home,LAL,W (+11),1,24:38:00,7,15,0.467,3,6,0.5,1,2,0.5,0,1,1,2,1,0,0,2,18,11.8,6
Marcus Morris,13,4,10/11/2017,28-069,BOS,Home,CHO,W (+3),1,23:24,5,10,0.5,2,3,0.667,2,2,1,1,6,7,0,0,0,0,1,14,11.1,-3
Marcus Morris,14,5,12/11/2017,28-071,BOS,Home,TOR,W (+1),0,21:58,2,7,0.286,1,3,0.333,3,5,0.6,1,4,5,1,0,0,3,1,8,2.3,-2
Marcus Morris,15,6,14/11/2017,28-073,BOS,Away,BRK,W (+7),1,25:19:00,8,12,0.667,2,3,0.667,3,3,1,0,10,10,1,0,0,3,1,21,16.1,-10
Marcus Morris,16,7,16/11/2017,28-075,BOS,Home,GSW,W (+4),1,26:20:00,4,10,0.4,2,5,0.4,2,2,1,0,4,4,1,1,1,2,1,12,7.8,-12
Marcus Morris,17,8,18/11/2017,28-077,BOS,Away,ATL,W (+11),1,24:27:00,5,9,0.556,1,2,0.5,3,3,1,1,3,4,2,1,1,0,0,14,14.4,18
Marcus Morris,18,9,20/11/2017,28-079,BOS,Away,DAL,W (+8),1,26:11:00,3,11,0.273,1,4,0.25,1,1,1,1,8,9,2,1,1,1,3,8,5.5,0
Marcus Morris,19,10,22/11/2017,28-081,BOS,Away,MIA,L (-6),0,21:07,3,9,0.333,1,3,0.333,7,8,0.875,1,3,4,1,1,0,0,0,14,11.8,-1
